county_name,county_name_state,state
Potter,potter_sd,sd
Cape girardeau,cape girardeau_mo,mo
James city,james city_va,va
Lamar,lamar_al,al
Franklin,franklin_il,il
Audrain,audrain_mo,mo
Bladen,bladen_nc,nc
Rhea,rhea_tn,tn
Wheeler,wheeler_ga,ga
Burleigh,burleigh_nd,nd
Broward,broward_fl,fl
Yuma,yuma_co,co
Fulton,fulton_oh,oh
Lincoln,lincoln_mt,mt
Bronx,bronx_ny,ny
Harney,harney_or,or
Rio arriba,rio arriba_nm,nm
Lincoln,lincoln_ky,ky
Grainger,grainger_tn,tn
Reynolds,reynolds_mo,mo
Pickaway,pickaway_oh,oh
Hall,hall_ne,ne
Mississippi,mississippi_ar,ar
Quay,quay_nm,nm
Tillman,tillman_ok,ok
Gallatin,gallatin_ky,ky
Anderson,anderson_tx,tx
Pinellas,pinellas_fl,fl
Woodruff,woodruff_ar,ar
Tillamook,tillamook_or,or
Marion,marion_or,or
Powder river,powder river_mt,mt
Prince edward,prince edward_va,va
Spink,spink_sd,sd
Venango,venango_pa,pa
Sanborn,sanborn_sd,sd
Irion,irion_tx,tx
Vermion,vermion_il,il
Harding,harding_sd,sd
Collier,collier_fl,fl
Genesee,genesee_ny,ny
Sumner,sumner_ks,ks
Perry,perry_oh,oh
Cass,cass_ia,ia
Perry,perry_ky,ky
Albemarle,albemarle_va,va
Bibb,bibb_ga,ga
Perry,perry_in,in
Coos,coos_nh,nh
Barron,barron_wi,wi
Hawaii,hawaii_hi,hi
Beaver,beaver_ut,ut
Jefferson,jefferson_wi,wi
Linn,linn_ks,ks
Fairfield,fairfield_ct,ct
Buffalo,buffalo_ne,ne
Huntingdon,huntingdon_pa,pa
Keweenaw,keweenaw_mi,mi
New kent,new kent_va,va
Kingsbury,kingsbury_sd,sd
Lake,lake_mn,mn
Etowah,etowah_al,al
Grant,grant_wa,wa
Clinton,clinton_ny,ny
De soto,de soto_ms,ms
Stafford,stafford_ks,ks
Puam,puam_tn,tn
Wasco,wasco_or,or
Quitman,quitman_ms,ms
Pulaski,pulaski_ar,ar
Adams,adams_ne,ne
Graham,graham_ks,ks
Potter,potter_pa,pa
Jefferson,jefferson_ks,ks
Hardeman,hardeman_tn,tn
Waupaca,waupaca_wi,wi
Fulton,fulton_ga,ga
Laramie,laramie_wy,wy
Fresno,fresno_ca,ca
Wexford,wexford_mi,mi
Baraga,baraga_mi,mi
Baldwin,baldwin_ga,ga
Perry,perry_il,il
Colorado,colorado_tx,tx
Benton,benton_wa,wa
Calhoun,calhoun_ga,ga
Milam,milam_tx,tx
Moffat,moffat_co,co
Decatur,decatur_in,in
Jefferson,jefferson_in,in
Charlton,charlton_ga,ga
Huron,huron_mi,mi
Gonzales,gonzales_tx,tx
Buchanan,buchanan_va,va
Putnam,putnam_wv,wv
Marshall,marshall_ms,ms
Medina,medina_oh,oh
Atchison,atchison_ks,ks
Rock,rock_mn,mn
Dare,dare_nc,nc
Morrow,morrow_oh,oh
Cullman,cullman_al,al
Winston,winston_ms,ms
Comal,comal_tx,tx
Lioln,lioln_nc,nc
Kiowa,kiowa_co,co
Sherburne,sherburne_mn,mn
Cumberland,cumberland_il,il
Butler,butler_ia,ia
Harper,harper_ok,ok
Kings,kings_ca,ca
Monongalia,monongalia_wv,wv
Pitt,pitt_nc,nc
Henry,henry_ky,ky
Echols,echols_ga,ga
Siskiyou,siskiyou_ca,ca
Bullock,bullock_al,al
Miami,miami_oh,oh
Dewitt,dewitt_tx,tx
Newton,newton_ar,ar
Surry,surry_va,va
Sioux,sioux_nd,nd
Lea,lea_nm,nm
Guernsey,guernsey_oh,oh
Steele,steele_mn,mn
Dougherty,dougherty_ga,ga
Bennington,bennington_vt,vt
Fayette,fayette_tx,tx
Custer,custer_mt,mt
Chemung,chemung_ny,ny
Warren,warren_nc,nc
Fairfax,fairfax_va,va
Jefferson,jefferson_or,or
Kenedy,kenedy_tx,tx
Hodgeman,hodgeman_ks,ks
Hancock,hancock_me,me
Menifee,menifee_ky,ky
Howd,howd_ar,ar
Chowan,chowan_nc,nc
Edmonson,edmonson_ky,ky
Johnson,johnson_tn,tn
Ouray,ouray_co,co
Radford city,radford city_va,va
Lake,lake_ca,ca
Prince georges,prince georges_md,md
Lemhi,lemhi_id,id
Jackson,jackson_wv,wv
Stephens,stephens_ok,ok
Pulaski,pulaski_ga,ga
Gloucester,gloucester_nj,nj
Wilkinson,wilkinson_ga,ga
Bacon,bacon_ga,ga
Johnson,johnson_ga,ga
Jefferson,jefferson_ar,ar
Highland,highland_va,va
Bernalillo,bernalillo_nm,nm
Somerset,somerset_pa,pa
Ross,ross_oh,oh
Washington,washington_mo,mo
Howard,howard_in,in
Meade,meade_ks,ks
Kent,kent_md,md
Laurens,laurens_sc,sc
Dodge,dodge_ga,ga
Campbell,campbell_tn,tn
Clackamas,clackamas_or,or
Montour,montour_pa,pa
Whitfield,whitfield_ga,ga
Allen,allen_in,in
Hillsdale,hillsdale_mi,mi
Mercer,mercer_oh,oh
Upson,upson_ga,ga
Grand,grand_co,co
Redwood,redwood_mn,mn
Ochiltree,ochiltree_tx,tx
El paso,el paso_tx,tx
Kimble,kimble_tx,tx
Vernon,vernon_mo,mo
Guadalupe,guadalupe_tx,tx
Columbia,columbia_wi,wi
Latah,latah_id,id
King and queen,king and queen_va,va
Bureau,bureau_il,il
Mason,mason_ky,ky
Banr,banr_ne,ne
Worcester,worcester_md,md
Fayette,fayette_pa,pa
Fannin,fannin_tx,tx
Catawba,catawba_nc,nc
Tipton,tipton_tn,tn
Hall,hall_ga,ga
St joseph,st joseph_in,in
Mchenry,mchenry_nd,nd
Kleberg,kleberg_tx,tx
Wyoming,wyoming_pa,pa
Androscoggin,androscoggin_me,me
Osceola,osceola_mi,mi
Madera,madera_ca,ca
Reno,reno_ks,ks
Wilson,wilson_tx,tx
